Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City,State,Zip,Inspection Date,Inspection Type,Results,Violations,Latitude,Longitude,Location
1983167,HOT WOK CHINESE KITCHEN,HOT WOK CHINESE KITCHEN,2405776,Restaurant,Risk 1 (High),10611 S EWING AVE ,CHICAGO,IL,60617,2/15/2017,Canvass,Pass w/ Conditions,"21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: OBSERVED NO CERTIFIED FOOD MANAGER ON SITE WHILE POTENTIALLY HAZARDOUS FOODS ARE PREPARED AND SERVED  SUCH AS EGG ROLLS AND RICE,SERIOUS VIOLATION 7-38-012 | 37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: MUST PROVIDE A SPRING ON THE WASHROOM DOOR FOR SELF-CL,INSTRUCTED TO PROVIDE A SPRING ON DOOR | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: REMOVE CLUTTER FROM THE REAR OF PREMISES,TO PREVENT RODENT HARBORAGE | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: MUST PROVIDE THERMOMETERS INSIDE ALL COLD HOLDING UNITS IN PREP AREA ,INSTRUCTED TO PROVIDE",41.70236226,-87.53513622,"(41.70236225905786, -87.53513622127201)"
1983164,CHEESIE'S PUB & GRUB,CHEESIE'S PUB & GRUB,2263707,Mobile Food Preparer,Risk 2 (Medium),2300 S THROOP ST ,CHICAGO,IL,60608,2/15/2017,License,Pass,,41.85045102,-87.65879786,"(41.85045102427, -87.65879785567869)"
1983163,DE COLORES ICE CREAM INC.,DE COLORES ICE CREAM,1985818,Restaurant,Risk 1 (High),3838 W 49TH ST ,CHICAGO,IL,60632,2/15/2017,Canvass,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: OBSERVED THE EXTERIOR OF THE ICE CREAM MACHINE, AND THE CHASCA MACHINE INTERIOR NOT CLEAN, INSTRUCTED TO CLEAN. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED THE 3 COMPARTMENT SINK NOZZLE LEAKING, INSTRUCTED TO REPAIR.",,,
1983161,LILY SUPERMARKET,LILY SUPERMARKET,1383262,Grocery Store,Risk 1 (High),9863 S EWING AVE ,CHICAGO,IL,60617,2/15/2017,Canvass Re-Inspection,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MUST REPLACE CUTTING BOARD IN THE MEAT SECTION,HAS DARK DEEP OPEN SEAMS,INSTRUCTED TO REPLACE AND MUST REPAIR CRACK ON ONE SLIDING DOOR OF MEAT COUNTER,INSTRUCTED TO REPAIR | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST DETAIL CLEAN FLOORS BEHIND ALL COOKING EQUIPMENT IN THE KITCHEN AREA,HAS GREASE AND FOOD DEBRIS ALONG WALL BASE AND CORNERS,INSTRUCTED TO CLEAN AND MAINTAIN AREA | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: MUST DETAIL CLEAN THE WALLS IN THE MEAT PREP AREA,HAS FOOD SPILLS AND DIRT,INSTRUCTED TO CLEAN AND MAINTAIN AREA | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments:  MUST PROVIDE THERMOMETER INSIDE PREP COOLER IN THE KITCHEN AREA,INSTRUCTED TO PROVIDE | 22. DISH MACHINES: PROVIDED WITH ACCURATE THERMOMETERS, CHEMICAL TEST KITS AND SUITABLE GAUGE COCK - Comments: VIOLATION ABATED",41.7159162,-87.53513061,"(41.715916201716006, -87.53513061238303)"
1955501,AMG FOODS,AMG FOODS,2342336,Grocery Store,Risk 3 (Low),6627 N CLARK ST ,CHICAGO,IL,60626,2/9/2017,Canvass,Out of Business,,42.00259125,-87.67201233,"(42.00259125418351, -87.67201233261314)"
1983160,EL REY DEL TACO & BURRITO,EL REY DEL TACO & BURRITO,2043451,Restaurant,Risk 1 (High),4835-4837 S ARCHER AVE ,CHICAGO,IL,60632,2/15/2017,Canvass Re-Inspection,Pass,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: VIOLATION CORRECTED REAR DOOR NOW RODENT PROOFED. | 29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: VIOLATION CORRECTED ALL FOOD IN FOOD GRADE CONTAINERS. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: VIOLATION CORRECTED | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: VIOLATION CORRECTED.",41.80548202,-87.71804072,"(41.80548201503808, -87.71804072190913)"
1983159,CHICAGO CAFFE,CHICAGO CAFE,2354409,Restaurant,Risk 2 (Medium),2600 W 35TH ST ,CHICAGO,IL,60632,2/15/2017,Complaint,No Entry,,41.83029607,-87.69005861,"(41.83029606803829, -87.69005861348269)"
1983156,Cullen,Cullen,23891,School,Risk 1 (High),10650 S Eberhart (500E) ,CHICAGO,IL,60628,2/15/2017,Canvass,Pass w/ Conditions,"21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: NO VALID CITY OF CHICAGO FOOD SANITATION CERTIFICATE POSTED.OR AVAILABLE FOR MANAGER ON DUTY WHEN POTENTIALLY HAZARDOUS FOODS ARE HANDLED  AND SERVED,GREENS, CHICKEN,RICE. SERIOUS VIOLATION 7-38-012.
NO CITATION | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS NOT CLEAN AROUND GREASE TRAP OF 3- COMP SINK.MUST CLEAN/MAINTAIN",41.70036107,-87.61128176,"(41.70036106831835, -87.611281758793)"
1983158,Burke,Burke,22411,School,Risk 1 (High),5356 S DR MARTIN LUTHER KING JR DR ,CHICAGO,IL,60615,2/15/2017,Canvass Re-Inspection,Fail,"13. NO EVIDENCE OF RODENT OR INSECT INFESTATION, NO BIRDS, TURTLES OR OTHER ANIMALS - Comments: OBSERVED 20 MICE DROPPINGS ON FLOOR NEAR HAND SINK IN PRE-K 110, 30 MICE DROPPINGS ON FLOOR AND SHELVES INSIDE CLOSET IN PRE-K 110, 5 MICE DROPPNGS ON SEAT CUSHIONS, 10 MICE DROPPINGS ON FLOOR IN CORNER NEAR WASHROOM BEHIND BABY DOLLS AND CRIB IN PRE-K 110, 2 MICE DROPPINGS ON SIGN IN TABLE IN PRE-K 110, 6 MICE DROPPINGS ON FLOOR IN CORNER NEAR ENTRANCE DOOR IN PRE-K 102, 10 MICE DROPPINGS ON FLOOR UNDER ELECTRICAL OUTLET NEAR DESK IN PRE-K 102, 2 MICE DROPPINGS ON COMPUTER TABLE IN PRE-K 102, 10 MICE DROPPINGS SCATTERED ON FLOOR BEHIND COMPUTER TABLE IN PRE-K 102, 20 MICE DROPPINGS ON FLOOR IN SOUTHWEST CORNER NEAR WINDOW IN PRE-K 102, 10 MICE DROPPINGS ON BOTTOM SHELVES INSIDE UPRIGHT CABINET IN SOUTHWEST CORNER IN PRE-K 102, 10 MICE DROPPINGS ON FLOOR NEAR RUG IN PRE-K 102, 10 MICE DROPPINGS ON FLOOR ALONG WALL BEHIND FILE CABINET IN PRE-K 103, 10 MICE DROPPINGS ON FLOOR AND SHELVES INSIDE CLOSET IN PRE-K 103, 10 MICE DROPPINGS SCATTERED ON FLOOR AND TOY SHELVES NEAR WINDOW IN PRE-K 103, 30 MICE DROPPINGS ON FLOOR ALONG WALLS IN CLOSET IN TEACHER LOUNGE 305, 10 MICE DROPPINGS SCATTERED ON TABLE, INSIDE ALUMINUM TRAYS NEAR CLOSET IN TEACHER LOUNGE 305, 10 MICE DROPPINGS SCATTERED ON TABLE NEAR COPIER AND COMPUTER EQUIPMENT IN TEACHER LOUNGE 305, 20 MICE DROPPINGS SCATTERED ON FLOOR ALONG WALLS AND CORNERS IN PARENT ROOM 112, 10 MICE DROPPINGS SCATTERED BEHIND REFRIGERATOR IN CPC OFFICE 113, 10 MICE DROPPINGS SCATTERED IN CORNER BEAN BAGS IN CPC OFFICE 113, 20 MICE DROPPINGS SCATTERED ON FLOOR BEHIND FILE CABINET AND COPIER IN CPC OFFICE 113, 20 MICE DROPPINGS SCATTERED ON FLOOR NEAR DESK IN CPC OFFICE 113 . INSTRUCTED MANAGER TO CALL AN EXTERMINATOR FOR SERVICE, CLEAN AND SANITIZE ALL AREAS. CRITICAL VIOLATION 7-38-020 | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: ENTRANCE DOOR REPAIRED. | 21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: ORIGINAL FOOD SANITATION CERTIFICATE POSTED. | 27. TOILET ROOMS ENCLOSED CLEAN, PROVIDED WITH HAND CLEANSER, SANITARY HAND DRYING DEVICES AND PROPER WASTE RECEPTACLES - Comments: SOAP AND PAPER TOWELS PROVIDE IN BOYS WASHROOM. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MILK CRATES REMOVED AND SHELVING PROVIDED. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CLEAN FLOORS UNDER ALL EQUIPMENT, ALONG WALLS AND IN ALL CORNERS IN PRE-K CLASSROOM,  PARENT ROOM, CPC OFFICE, AND TEACHER LOUNGE AREAS. 
 | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: SEAL ALL OPENINGS IN WALLS AND CEILINGS, AROUND PIPE FITTINGS AND ELECTRICAL OUTLETS, ALONG BASEBOARDS, MOLDING, ETC IN ALL AREAS. SEAL ALL OPENINGS ON EXTERIOR OF BUILDING. REPLACE ALL WORN DOOR SWEEPS. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN INTERIOR AND EXTERIOR OF ALL TOY SHELVES, CUBBIES, AND COMPUTER EQUIPMENT IN PRE-K CLASROOMS; TABLES, MICRWOWAVE AND LEDGES IN TEACHERS LOUNGE. 
 | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: REPAIR ALL TIMED FAUCETS IN WASHROOMS(WATER MUST RUN CONTINUOUSLY FOR AT LEAST 15 SECONDS BEFORE REACTIVATING FAUCET). PROVIDE HOT/TEMPERED WATER AT LEFT SINK IN WASHROOM NEAR PRE-K CLASSROOM 103. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: STORE ALL STOCK AND EQUIPMENT OFF FLOOR, AWAY FROM WALLS AND CORNERS IN STORAGE, AND CLASSROOM AREAS FOR EASY CLEANING AND PEST CONTROL. REMOVE ALL UNUSED EQUIPMENT/UNNECESSARY ARTICLES AND ORGANIZE ALL STORAGE CLOSETS IN PRE-K CLASSROOMS TO PREVENT PEST HARBORAGE. 
 | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: PROVIDE ADEQUATE LIGHTING IN WALK-IN COOLER.",41.79679285,-87.61617809,"(41.79679284535837, -87.61617809193172)"
1983155,PRET A MANGER,PRET A MANGER,2068718,Restaurant,Risk 1 (High),100 N LA SALLE ST ,CHICAGO,IL,60602,2/15/2017,Canvass,Fail,"19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: OBSERVED THE OUTSIDE DUMPSTER AREA NOT MAINTAINED WITH BAGS OF GARBAGE SITTING OUTSIDE OF THE DUMPSTER AND ACCUMULATED DEBRIS ON THE GROUND AROUND THE DUMPSTER. INSTRUCTED TO CLEAN AND MAINTAIN THE OUTSIDE DUMPSTER AREA.  SERIOUS VIOLATION 7-38-020 | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED THE RESTROOM CEILING VENTS WITH ACCUMULATED DUST. INSTRUCTED TO CLEAN AND MAINTAIN ALL CEILING VENTS.",41.88323718,-87.63255558,"(41.88323717511991, -87.63255557700788)"
1989212,NEW TEA GARDEN CHOP SUEY,NEW TEA GARDEN CHOP SUEY,2423435,Restaurant,Risk 1 (High),11342 S MICHIGAN AVE ,CHICAGO,IL,60628,2/15/2017,Canvass,Pass,"30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: FOUND FOOD PREPARED INSIDE OF REACH IN FREEZERS NOT LABELED. MUST PROPERLY LABEL ALL FOODS NOT IN ORIGINAL CONTAINER. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: WALL UNIT NOT CLEAN OF DEBRIS IN PREP AREA WHERE TOWELS ARE STORED.MUST CLEAN. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: MUST ORGANIZE ALL STORAGE BOXES IN BASEMENT OFF FLOOR.",41.68769792,-87.62111868,"(41.6876979241585, -87.62111867973636)"
1983208,SKY LAKE CHINESE KITCHEN,SKY LAKE CHINESE KITCHEN,2027332,Restaurant,Risk 1 (High),108 W 111TH ST ,CHICAGO,IL,60628,2/15/2017,Canvass,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CAN OPENER BLADE ON PREP TABLE NOT CLEAN. ALSO FOOD PANS NOT CLEAN INSIDE WALK IN COOLER. MUST CLEAN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: WALL AROUND MOP SINK IN WASHROOM NOT CLEAN.MUST CLEAN. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: LIGHTS IN CEILING OF PREP AREA NOT SHIELDED.MUST INSTALL.",41.69265703,-87.62623926,"(41.69265703428748, -87.62623926323779)"
1983151,JEWEL FOOD STORE #3092,JEWEL FOOD STORE #3092,1411,Grocery Store,Risk 1 (High),1655 E 95TH ST ,CHICAGO,IL,60617,2/15/2017,Complaint,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MUST REPAIR MISSING HANDLE ON 1 SLIDING DOOR OF DELI COUNTER,SO THAT DOOR CAN CLOSE TIGHTLY,INSTRUCTED TO REPAIR DOOR | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST CLEAN FLOORS IN THE FOLLOWING AREAS,DELI AREA,ALL WALK-IN COOLERS,PRODUCE AREA,AND REAR STORAGE AREA,ALONG WALL BASE AND CORNERS,INSTRUCTED TO CLEAN AND MAINTAIN AREA | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST CLEAN BETWEEN RUNNERS OF DOORS AT THE DELI COUNTER,HAS OLD FOOD PARTICLES BETWEEN RUNNERS,INSTRUCTED TO CLEAN AND MAINTAIN EQUIPMENT",41.7222632,-87.58291763,"(41.722263198133774, -87.58291763461929)"
1983152,HAMPTON INN CHICAGO-DOWNTOWN/WEST LOOP,HAMPTON INN,2470573,Restaurant,Risk 1 (High),116 N JEFFERSON ST ,CHICAGO,IL,60661,2/15/2017,Canvass Re-Inspection,Pass w/ Conditions,"28. * INSPECTION REPORT SUMMARY DISPLAYED AND VISIBLE TO ALL CUSTOMERS - Comments: Observed previous inspection report summary #1982879, dated 2/8/17, not posted in plain view of dining room or lobby of hotel. Instructed must post most recent inspection report summary in plain view of all customers. Operator corrected during inspection. Serious violation 7-42-010(b).",41.8837372,-87.64286161,"(41.88373719653956, -87.64286160763208)"
1983149,THE NEW RANCH STEAK HOUSE,THE NEW RANCH STEAK HOUSE,16795,Restaurant,Risk 1 (High),11147 S MICHIGAN AVE ,CHICAGO,IL,60628,2/15/2017,Canvass,Pass,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: SOILED CEILING TILES IN BASEMENT AREAS.MUST REPLACE. ALSO HOLE IN CEILING OF BASEMENT AROUND LIGHT IN STORAGE ROOM.MUST SEAL/ REPAIR. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: LIGHT NO SHIELDED IN BASEMENT WALK IN COOLER.MUST INSTALL SHIELD. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: LEAKY PIPE UNDER THE 1ST COMPARTMENT OF THE 3- COMPARTMENT SINK.MUST REPAIR. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOOR TLES (LOOSE) IN POOR REPAIR AND FLOOR NEED RE-GROUTING IN DISH WASING ROOM BY THE 3- COMP SINK.MUST REPAIR.",41.69113262,-87.62088499,"(41.69113261954646, -87.6208849886538)"
1983150,HOMEWOOD SUITES-CHICAGO-DOWNTOWN/WEST LOOP,HOMEWOOD SUITES,2470582,Restaurant,Risk 1 (High),118 N JEFFERSON ST ,CHICAGO,IL,60661,2/15/2017,Canvass Re-Inspection,Pass w/ Conditions,"28. * INSPECTION REPORT SUMMARY DISPLAYED AND VISIBLE TO ALL CUSTOMERS - Comments: Observed previous inspection report summary #1982854, date 2/8/17, not posted in plain view of dining room or lobby of hotel. Instructed must post most recent inspection report summary in plain view of all customers. Operator corrected during inspection. Serious violation 7-42-010(b). | 29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: Violation corrected. Backflow prevention device is now installed.  | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: Violation corrected. All items have been removed from loading dock/garbage area. Only garbage items remain in this area.  | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: Violation corrected. ",41.88380025,-87.64286349,"(41.883800252016215, -87.64286348545521)"
1983148,JAMAICA ISLAND JERK CHICKEN,JAMAICA ISLAND JERK CHICKEN,2364143,Mobile Food Dispenser,Risk 3 (Low),5058 S HALSTED ST ,CHICAGO,IL,60609,2/15/2017,License Re-Inspection,Pass,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: PEST CONTROL LOG BOOK PROVIDED. | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: PROPERLY POST LICENSE NUMBER ON LATERAL SIDES OF VEHICLE.",41.80162842,-87.64549201,"(41.80162841617951, -87.645492014632)"
1983147,JAMAICA ISLAND JERK CHICKEN,JAMAICA ISLAND JERK CHICKEN,2247036,Mobile Food Dispenser,Risk 3 (Low),5058 S HALSTED ST ,CHICAGO,IL,60609,2/15/2017,License Re-Inspection,Pass,"2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: COLD UNIT MAINTAINING PROPER TEMPERATURE 40F | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: PEST CONTROL LOG BOOK PROVIDED.",41.80162842,-87.64549201,"(41.80162841617951, -87.645492014632)"
1983146,ITALIAN PIZZA HOUSE,ITALIAN PIZZA HOUSE,2308867,Restaurant,Risk 1 (High),3443 N MILWAUKEE AVE ,CHICAGO,IL,60641,2/14/2017,Canvass,No Entry,,41.9439367,-87.73155723,"(41.94393670241, -87.73155723006575)"
1983145,"NEW HONG KONG BUFFET, INC",NEW HONG KONG BUFFET,2510903,Restaurant,Risk 1 (High),6249 N MCCORMICK RD ,CHICAGO,IL,60659,2/14/2017,License,Not Ready,,41.9954406,-87.71291738,"(41.995440602185084, -87.71291737890452)"
1983143,SOUL FOOD HEAVEN,SOUL FOOD HEAVEN,2511693,Restaurant,Risk 1 (High),641 E 75TH ST ,CHICAGO,IL,60619,2/14/2017,License,Pass,"36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: OBSERVED SOME LIGHT FIXTURES IN THE KITCHEN WITHOUT SHIELDS; MUST PROVIDE LIGHT SHIELDS WHERE NEEDED IN KITCHEN. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: FOUND NO BACKFLOW PREVENTOR DEVICE AT THE UTILITY SINK IN THE CLOSET; MUST INSTALL A BACKFLOW PREVENTOR DEVICE AT THE UTILITY SINK.",41.75841584,-87.60865015,"(41.75841584007734, -87.60865015446163)"
1983144,SAVE-A-LOT # 854,SAVE-A-LOT # 854,1245433,Grocery Store,Risk 2 (Medium),7908 S HALSTED ST ,CHICAGO,IL,60620,2/14/2017,Complaint,Fail,"36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: REPLACE MISSING LIGHT SHIELDS ABOVE 3 COMPARTMENT SINK IN PRODUCE PREP AREA IN REAR. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: REMOVE DUST BUILD-UP FROM CEILING VENTS WHERE PRESENT. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CLEAN DIRT, DEBRIS AND REMOVE FOOD ITEMS ON THE FLOOR THROUGHOUTON SALES FLOOR  WHERE PRESENT.
CLEAN FLOORS THROUGHOUT REAR SECTION OF OPERATION, REMOVING ALL DEBRIS AND DIRT FROM THE BASES OF THE WALLS.
LEAVING EXCESSIVE AMOUNTS OF WATER ON THE FLOORS INSIDE THE MEAT PREP ROOM AND WALK-IN COOLER IN SAME AREA(LARGE PUDDLES). MUST REMOVE ALL EXCESSIVE WATER FROM FLOORS AFTER MOPPING. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN FOOD DEBRIS FROM 3 COMPARTMENT SINK IN REAR PRODUCE PREP/DISH WASHING AREA. | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: OUTER EXIT DOOR NOT SELF-CLOSING PROPERLY, LEAVING A GAP GREATER THAN 1/4 INCH WHEN CLOSED. IMPROPER PEST CONTROL ALSO NOTED IN STORAGE ROOM INSIDE OF EMPLOYEE BREAK ROOM. 25 MICE DROPPINGS OBSERVED ON THE FLOOR AND ON PALLETS IN THIS AREA. MUST REMOVE ALL ARTICLES AND THOROUGHLY CLEAN AND SANITIZE ALL AFFECTED AREAS, AND SEAL ANY OPENINGS IF FOUND IN FLOORS AND WALLS INSIDE THIS ROOM. SERIOUS VIOLATION 7-38-020. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: REPAIR BROKEN EXHAUST FAN IN CUSTOMER WASHROOM.",41.75032239,-87.64418241,"(41.75032238740821, -87.64418240605828)"
1983140,GERRY'S FISH & CHICKEN,GERRY'S FISH & CHICKEN,2379359,Restaurant,Risk 2 (Medium),2 W 103RD ST ,CHICAGO,IL,60628,2/14/2017,Canvass,Out of Business,,41.70727358,-87.62358592,"(41.70727358161855, -87.62358592336454)"
